age;job;marital;education;default;housing;loan
28;admin.;single;secondary;no;yes;no
36;blue-collar;married;secondary;no;yes;no
60;retired;married;primary;no;yes;no
42;services;divorced;secondary;no;yes;no
42;admin.;married;secondary;no;yes;no
44;management;married;tertiary;no;yes;no
51;blue-collar;divorced;primary;no;yes;no
49;blue-collar;married;primary;no;yes;no
47;entrepreneur;married;unknown;no;yes;no
37;blue-collar;married;secondary;no;yes;no
34;management;married;tertiary;no;yes;no
35;services;married;secondary;no;yes;no
35;blue-collar;single;secondary;no;yes;yes
40;blue-collar;married;primary;no;yes;no
55;technician;married;secondary;no;no;no
55;retired;married;secondary;no;yes;no
35;management;single;tertiary;no;yes;no
57;blue-collar;married;primary;no;yes;no
53;management;married;tertiary;no;yes;no
41;blue-collar;married;primary;no;yes;no
57;blue-collar;married;unknown;no;yes;no
45;blue-collar;married;unknown;no;yes;no
43;blue-collar;married;primary;no;yes;no
56;self-employed;married;unknown;no;no;no
31;entrepreneur;married;tertiary;no;yes;no
37;blue-collar;single;secondary;no;yes;no
30;management;married;tertiary;no;yes;no
30;admin.;single;secondary;no;yes;no
54;blue-collar;married;secondary;no;yes;no
36;management;married;tertiary;no;yes;no
55;unemployed;married;tertiary;no;no;no
37;admin.;single;secondary;no;yes;yes
38;housemaid;married;secondary;no;yes;no
48;admin.;married;secondary;no;yes;no
55;housemaid;divorced;tertiary;no;yes;no
59;services;married;secondary;no;yes;yes
37;technician;married;secondary;no;yes;no
33;blue-collar;divorced;secondary;no;no;no
44;blue-collar;married;primary;no;yes;no
57;technician;married;secondary;no;yes;no
30;self-employed;single;tertiary;no;no;no
42;technician;married;tertiary;no;yes;yes
51;blue-collar;divorced;secondary;no;yes;no
44;admin.;divorced;secondary;no;yes;no
46;technician;married;secondary;yes;no;no
29;student;single;secondary;no;yes;no
39;blue-collar;married;primary;no;yes;no
42;services;married;secondary;no;yes;no
50;blue-collar;married;primary;no;yes;no
42;technician;single;secondary;no;yes;no
39;admin.;married;secondary;no;yes;no
55;technician;single;tertiary;no;yes;no
46;services;married;secondary;no;yes;no
42;blue-collar;married;secondary;no;yes;no
45;management;married;tertiary;no;yes;no
43;blue-collar;married;primary;no;yes;no
42;admin.;married;secondary;no;yes;no
30;admin.;married;secondary;no;no;no
47;blue-collar;married;secondary;no;yes;no
51;services;divorced;secondary;no;yes;no
38;technician;single;secondary;no;yes;no
57;technician;married;unknown;no;yes;no
42;management;divorced;tertiary;no;yes;no
32;technician;divorced;secondary;no;yes;yes
46;management;married;tertiary;no;no;no
29;student;single;tertiary;no;yes;no
59;retired;married;secondary;no;yes;no
32;blue-collar;single;secondary;no;yes;no
44;blue-collar;married;primary;no;yes;no
40;retired;married;primary;no;yes;no
31;blue-collar;single;secondary;no;yes;no
46;self-employed;married;tertiary;no;yes;no
43;management;married;tertiary;no;yes;no
34;services;married;secondary;no;yes;no
39;management;married;tertiary;no;yes;no
30;blue-collar;divorced;secondary;no;yes;yes
56;retired;married;secondary;no;yes;no
29;technician;married;secondary;no;no;no
40;blue-collar;divorced;secondary;no;yes;no
36;services;married;secondary;no;yes;no
37;blue-collar;single;secondary;no;yes;no
35;admin.;married;secondary;no;no;no
35;blue-collar;married;primary;yes;yes;no
47;services;married;primary;no;yes;no
31;services;married;secondary;no;yes;no
56;retired;single;primary;no;yes;no
57;technician;married;secondary;no;no;no
36;blue-collar;married;secondary;no;yes;no
45;self-employed;divorced;secondary;no;yes;no
47;blue-collar;married;unknown;no;yes;no
29;technician;single;tertiary;no;yes;no
57;services;married;secondary;no;no;no
45;blue-collar;married;primary;no;yes;no
31;blue-collar;single;primary;no;yes;no
31;management;divorced;tertiary;no;yes;no
37;technician;single;tertiary;no;no;no
30;technician;single;tertiary;no;yes;no
58;services;divorced;secondary;no;yes;yes
33;services;married;secondary;no;yes;no
39;blue-collar;married;primary;no;yes;no
33;blue-collar;single;primary;no;yes;no
34;services;married;secondary;no;yes;no
36;services;divorced;secondary;no;yes;yes
37;services;single;secondary;no;yes;no
35;blue-collar;married;secondary;no;yes;yes
55;retired;married;secondary;no;yes;no
34;management;single;tertiary;no;yes;no
40;management;divorced;tertiary;no;yes;no
42;blue-collar;single;primary;no;yes;no
37;blue-collar;married;secondary;no;yes;no
42;management;married;tertiary;no;yes;no
35;technician;single;secondary;no;yes;no
44;technician;divorced;secondary;no;yes;no
30;services;single;secondary;no;yes;no
45;entrepreneur;married;secondary;no;yes;no
35;blue-collar;single;unknown;yes;yes;no
36;admin.;divorced;secondary;no;yes;no
49;blue-collar;married;secondary;no;yes;no
31;blue-collar;single;secondary;no;yes;no
31;technician;single;secondary;no;yes;no
39;blue-collar;married;secondary;no;yes;no
37;services;single;secondary;no;yes;no
33;blue-collar;married;primary;no;yes;no
37;management;married;tertiary;no;yes;no
42;services;married;secondary;no;yes;no
56;blue-collar;married;secondary;no;yes;no
37;admin.;single;secondary;no;yes;yes
36;services;single;secondary;no;yes;no
29;technician;single;tertiary;no;yes;no
54;management;married;tertiary;yes;yes;yes
38;blue-collar;married;secondary;no;yes;no
43;blue-collar;divorced;secondary;no;yes;no
47;admin.;single;secondary;no;yes;no
47;blue-collar;married;secondary;no;yes;no
38;services;married;secondary;no;yes;no
40;blue-collar;married;secondary;no;yes;no
33;services;divorced;secondary;no;yes;yes
33;retired;married;secondary;no;no;no
53;admin.;divorced;unknown;no;yes;no
37;services;married;primary;no;yes;no
40;management;single;tertiary;no;yes;no
37;blue-collar;married;primary;no;yes;no
35;technician;married;secondary;no;yes;no
49;blue-collar;married;primary;no;yes;no
26;blue-collar;single;secondary;no;yes;no
38;management;single;tertiary;no;yes;no
52;self-employed;married;secondary;no;no;no
33;services;divorced;secondary;no;yes;no
31;admin.;single;secondary;no;yes;no
32;blue-collar;married;secondary;no;yes;no
35;blue-collar;single;primary;no;yes;no
55;management;divorced;tertiary;no;no;no
32;blue-collar;divorced;primary;no;yes;no
37;unknown;single;unknown;no;yes;no
45;blue-collar;married;secondary;no;yes;no
31;technician;married;secondary;no;yes;no
38;admin.;married;secondary;no;yes;no
37;services;married;secondary;no;yes;no
38;blue-collar;married;secondary;no;yes;no
33;housemaid;married;tertiary;no;yes;yes
38;blue-collar;married;primary;no;yes;no
37;management;single;tertiary;yes;yes;no
29;unemployed;married;tertiary;no;yes;no
42;management;married;tertiary;no;yes;no
40;blue-collar;married;secondary;no;yes;no
32;management;married;tertiary;no;yes;no
47;management;divorced;tertiary;no;no;yes
29;student;single;secondary;no;yes;no
53;services;divorced;primary;no;yes;yes
31;services;married;tertiary;no;yes;yes
59;blue-collar;married;secondary;no;yes;no
29;entrepreneur;married;primary;no;yes;yes
59;blue-collar;married;primary;no;yes;yes
44;blue-collar;married;primary;no;yes;no
38;admin.;single;secondary;no;yes;no
49;admin.;married;secondary;no;yes;no
43;blue-collar;married;secondary;no;yes;no
52;admin.;single;secondary;no;yes;no
40;admin.;married;secondary;no;yes;yes
32;services;married;secondary;no;yes;yes
47;admin.;married;primary;no;yes;no
33;management;married;tertiary;no;yes;no
35;management;married;tertiary;no;yes;no
27;services;single;secondary;no;yes;no
50;blue-collar;married;primary;no;yes;no
44;retired;married;secondary;no;no;no
43;self-employed;married;primary;no;yes;no
51;blue-collar;married;unknown;no;yes;no
32;admin.;single;secondary;no;yes;no
47;management;divorced;tertiary;no;yes;no
34;admin.;divorced;secondary;no;yes;no
57;self-employed;married;primary;no;yes;no
43;admin.;single;secondary;no;yes;no
40;services;single;tertiary;no;yes;no
28;blue-collar;single;secondary;no;yes;no
38;blue-collar;married;unknown;no;yes;no
37;unemployed;divorced;secondary;no;yes;no
44;admin.;married;secondary;no;yes;no
41;technician;married;secondary;no;yes;no
37;self-employed;married;tertiary;no;yes;no
30;services;single;tertiary;no;yes;no
32;blue-collar;married;secondary;no;yes;no
30;management;single;tertiary;no;yes;no
35;services;married;secondary;no;no;no
55;blue-collar;married;secondary;no;yes;no
52;blue-collar;married;secondary;no;yes;no
33;admin.;married;secondary;no;yes;yes
55;retired;married;primary;no;yes;yes
33;blue-collar;married;secondary;no;no;no
40;blue-collar;married;secondary;yes;yes;yes
39;blue-collar;married;secondary;yes;yes;no
54;blue-collar;married;secondary;no;yes;no
39;blue-collar;married;primary;no;yes;no
49;blue-collar;married;secondary;no;yes;no
52;admin.;married;secondary;no;yes;no
27;management;single;tertiary;no;yes;yes
26;services;married;secondary;no;yes;no
40;blue-collar;married;secondary;no;yes;no
47;blue-collar;married;secondary;yes;yes;no
31;services;single;secondary;no;no;no
53;blue-collar;single;secondary;no;yes;yes
31;services;married;secondary;no;yes;no
33;admin.;married;secondary;no;yes;no
35;services;married;secondary;no;no;no
46;entrepreneur;married;unknown;no;yes;no
31;management;married;secondary;no;no;no
35;technician;single;secondary;no;yes;no
29;management;married;secondary;no;yes;yes
51;technician;married;secondary;no;yes;no
33;blue-collar;married;primary;no;yes;no
37;management;married;tertiary;no;no;no
43;admin.;single;unknown;no;yes;no
42;technician;married;tertiary;no;yes;no
28;blue-collar;married;secondary;no;yes;yes
57;retired;married;secondary;no;yes;no
38;services;married;secondary;no;yes;no
39;blue-collar;married;primary;no;yes;no
36;technician;married;tertiary;no;yes;no
57;retired;married;tertiary;no;yes;no
44;management;married;unknown;no;yes;no
48;services;divorced;secondary;no;yes;yes
46;blue-collar;married;primary;no;yes;no
43;admin.;married;secondary;no;no;no
49;services;married;secondary;no;yes;no
29;services;single;secondary;no;yes;no
53;blue-collar;married;secondary;no;yes;no
30;services;single;secondary;no;yes;no
41;management;divorced;secondary;no;yes;no
33;technician;married;secondary;no;yes;no
47;blue-collar;married;primary;no;yes;no
58;retired;married;secondary;no;yes;no
31;unemployed;married;secondary;no;yes;no
38;admin.;single;secondary;no;yes;yes
60;retired;married;secondary;no;yes;yes
33;management;single;tertiary;no;no;no
33;unemployed;single;tertiary;no;yes;no
52;admin.;married;primary;no;yes;no
42;blue-collar;married;primary;no;yes;no
30;technician;single;secondary;no;yes;no
33;entrepreneur;divorced;tertiary;no;yes;no
46;admin.;divorced;secondary;no;yes;no
51;blue-collar;married;primary;no;yes;no
40;unemployed;single;secondary;no;yes;no
50;admin.;married;secondary;no;yes;no
42;entrepreneur;married;tertiary;no;yes;yes
38;technician;married;secondary;no;no;no
36;admin.;single;primary;no;yes;no
37;unemployed;divorced;primary;no;yes;no
33;management;married;tertiary;no;yes;no
38;blue-collar;single;secondary;no;yes;no
52;blue-collar;married;tertiary;no;yes;no
29;blue-collar;married;secondary;no;yes;yes
37;blue-collar;married;primary;no;yes;no
34;admin.;married;secondary;no;yes;no
43;blue-collar;married;primary;no;yes;no
49;services;married;secondary;no;yes;no
33;technician;single;secondary;no;no;no
47;admin.;married;unknown;no;yes;no
50;technician;married;secondary;no;no;no
30;blue-collar;single;primary;no;yes;no
44;services;married;primary;no;yes;no
44;blue-collar;divorced;secondary;no;yes;no
30;services;single;secondary;no;yes;no
40;blue-collar;married;unknown;no;yes;no
41;blue-collar;married;unknown;no;yes;no
34;blue-collar;married;primary;no;yes;no
53;services;married;primary;no;yes;no
35;blue-collar;married;primary;no;yes;no
34;technician;divorced;secondary;no;yes;yes
39;admin.;single;secondary;no;yes;no
39;management;single;tertiary;no;yes;no
52;services;divorced;secondary;no;yes;no
34;blue-collar;married;secondary;no;yes;no
37;blue-collar;divorced;primary;no;yes;no
39;admin.;married;secondary;no;yes;no
52;entrepreneur;divorced;primary;no;yes;no
35;blue-collar;married;primary;no;yes;no
36;entrepreneur;married;tertiary;no;yes;no
48;technician;married;secondary;no;yes;no
31;admin.;divorced;secondary;no;yes;no
43;technician;divorced;tertiary;no;yes;yes
43;blue-collar;single;primary;no;yes;no
39;blue-collar;married;secondary;no;yes;yes
40;technician;married;primary;no;yes;no
58;management;married;tertiary;no;no;no
31;blue-collar;married;primary;no;yes;no
41;blue-collar;married;secondary;no;yes;yes
37;management;married;tertiary;no;yes;no
44;services;divorced;secondary;no;yes;yes
37;technician;married;tertiary;no;yes;yes
39;blue-collar;married;primary;no;yes;no
41;blue-collar;single;secondary;no;yes;no
52;blue-collar;divorced;primary;no;yes;no
29;blue-collar;single;primary;no;yes;yes
60;blue-collar;divorced;secondary;no;no;no
32;technician;married;secondary;no;no;no
50;services;single;primary;no;yes;no
56;blue-collar;married;primary;no;yes;yes
48;admin.;married;secondary;no;yes;no
29;blue-collar;married;primary;no;no;no
40;blue-collar;married;secondary;no;yes;yes
42;admin.;divorced;secondary;no;yes;no
34;blue-collar;married;secondary;no;yes;no
23;management;single;tertiary;no;yes;no
30;technician;single;tertiary;no;yes;yes
51;management;married;primary;no;yes;no
52;technician;single;secondary;no;yes;no
45;technician;married;secondary;no;yes;no
41;blue-collar;married;secondary;no;yes;no
27;student;single;secondary;no;yes;no
50;blue-collar;married;secondary;no;yes;no
36;blue-collar;married;primary;no;yes;no
46;blue-collar;married;primary;no;yes;no
44;blue-collar;married;primary;no;yes;no
47;blue-collar;married;secondary;no;yes;no
40;blue-collar;married;secondary;no;yes;no
36;services;single;secondary;no;yes;no
46;blue-collar;married;secondary;no;yes;no
58;technician;married;secondary;no;yes;no
30;technician;divorced;tertiary;no;yes;no
43;blue-collar;married;secondary;no;yes;no
29;services;single;secondary;no;yes;no
41;management;married;tertiary;no;yes;no
44;entrepreneur;married;primary;no;yes;no
44;services;divorced;secondary;no;yes;yes
59;blue-collar;married;primary;no;yes;no
39;management;single;unknown;no;yes;no
42;management;married;secondary;no;no;no
31;admin.;married;secondary;no;no;no
29;unknown;single;primary;no;yes;no
39;blue-collar;single;secondary;no;yes;no
44;blue-collar;married;primary;no;yes;no
49;services;single;primary;no;yes;no
39;housemaid;married;secondary;no;yes;no
27;blue-collar;single;secondary;no;yes;no
56;management;married;primary;no;yes;no
43;technician;married;tertiary;no;yes;no
37;self-employed;married;primary;no;no;no
54;technician;single;secondary;no;yes;no
38;blue-collar;married;secondary;no;yes;yes
31;blue-collar;married;primary;no;yes;no
34;blue-collar;married;secondary;no;yes;no
35;admin.;married;primary;no;yes;no
44;blue-collar;single;unknown;no;yes;no
30;blue-collar;married;secondary;no;yes;no
51;technician;married;secondary;no;yes;no
37;blue-collar;married;primary;no;yes;no
39;blue-collar;married;tertiary;no;yes;no
33;management;single;tertiary;no;yes;no
37;management;divorced;tertiary;no;yes;no
46;blue-collar;single;secondary;no;yes;no
32;admin.;married;secondary;no;yes;no
43;entrepreneur;married;primary;no;yes;no
59;housemaid;divorced;unknown;no;yes;no
46;admin.;married;primary;no;yes;no
47;blue-collar;married;primary;no;yes;no
31;services;single;secondary;no;yes;no
30;blue-collar;married;primary;no;yes;no
38;blue-collar;married;primary;no;no;no
44;blue-collar;single;secondary;no;yes;yes
52;technician;married;unknown;no;yes;no
29;services;single;secondary;no;no;no
